recording_id,dataset,participant,subject,session,task,label,condition,original_pupil_valid_fraction,candidate_windows_4s,accepted_windows_4s,rejected_pupil_windows_4s,rejected_nonfinite_feature_windows_4s,available_4s,candidate_windows_8s,accepted_windows_8s,rejected_pupil_windows_8s,rejected_nonfinite_feature_windows_8s,available_8s,candidate_windows_16s,accepted_windows_16s,rejected_pupil_windows_16s,rejected_nonfinite_feature_windows_16s,available_16s,candidate_windows_24s,accepted_windows_24s,rejected_pupil_windows_24s,rejected_nonfinite_feature_windows_24s,available_24s,candidate_windows_32s,accepted_windows_32s,rejected_pupil_windows_32s,rejected_nonfinite_feature_windows_32s,available_32s,temporal_common_complete_case,first_unavailable_duration_seconds,exclusion_reason
experiment2::sub-19::ses-02::stim04,experiment2,experiment2::sub-19,sub-19,ses-02,stim04,0,distracted,1.0,181,181,0,0,True,90,90,0,0,True,44,44,0,0,True,29,29,0,0,True,21,21,0,0,True,True,,
experiment2::sub-19::ses-02::stim05,experiment2,experiment2::sub-19,sub-19,ses-02,stim05,0,distracted,1.0,72,72,0,0,True,35,35,0,0,True,17,17,0,0,True,11,11,0,0,True,8,8,0,0,True,True,,
experiment2::sub-20::ses-01::stim01,experiment2,experiment2::sub-20,sub-20,ses-01,stim01,1,attentive,1.0,89,89,0,0,True,44,44,0,0,True,21,21,0,0,True,14,14,0,0,True,10,10,0,0,True,True,,
experiment2::sub-20::ses-01::stim02,experiment2,experiment2::sub-20,sub-20,ses-01,stim02,1,attentive,1.0,68,68,0,0,True,33,33,0,0,True,16,16,0,0,True,10,10,0,0,True,7,7,0,0,True,True,,
experiment2::sub-20::ses-01::stim03,experiment2,experiment2::sub-20,sub-20,ses-01,stim03,1,attentive,1.0,191,191,0,0,True,95,95,0,0,True,47,47,0,0,True,31,31,0,0,True,23,23,0,0,True,True,,
experiment2::sub-20::ses-01::stim04,experiment2,experiment2::sub-20,sub-20,ses-01,stim04,1,attentive,1.0,181,181,0,0,True,90,90,0,0,True,44,44,0,0,True,29,29,0,0,True,21,21,0,0,True,True,,
experiment2::sub-20::ses-01::stim05,experiment2,experiment2::sub-20,sub-20,ses-01,stim05,1,attentive,1.0,72,72,0,0,True,35,35,0,0,True,17,17,0,0,True,11,11,0,0,True,8,8,0,0,True,True,,
experiment2::sub-20::ses-02::stim01,experiment2,experiment2::sub-20,sub-20,ses-02,stim01,0,distracted,1.0,89,89,0,0,True,44,44,0,0,True,21,21,0,0,True,14,14,0,0,True,10,10,0,0,True,True,,
experiment2::sub-20::ses-02::stim02,experiment2,experiment2::sub-20,sub-20,ses-02,stim02,0,distracted,1.0,68,68,0,0,True,33,33,0,0,True,16,16,0,0,True,10,10,0,0,True,7,7,0,0,True,True,,
experiment2::sub-20::ses-02::stim03,experiment2,experiment2::sub-20,sub-20,ses-02,stim03,0,distracted,1.0,191,191,0,0,True,95,95,0,0,True,47,47,0,0,True,31,31,0,0,True,23,23,0,0,True,True,,
experiment2::sub-20::ses-02::stim04,experiment2,experiment2::sub-20,sub-20,ses-02,stim04,0,distracted,1.0,181,181,0,0,True,90,90,0,0,True,44,44,0,0,True,29,29,0,0,True,21,21,0,0,True,True,,
experiment2::sub-20::ses-02::stim05,experiment2,experiment2::sub-20,sub-20,ses-02,stim05,0,distracted,1.0,72,72,0,0,True,35,35,0,0,True,17,17,0,0,True,11,11,0,0,True,8,8,0,0,True,True,,
experiment2::sub-21::ses-01::stim01,experiment2,experiment2::sub-21,sub-21,ses-01,stim01,1,attentive,1.0,89,89,0,0,True,44,44,0,0,True,21,21,0,0,True,14,14,0,0,True,10,10,0,0,True,True,,
experiment2::sub-21::ses-01::stim02,experiment2,experiment2::sub-21,sub-21,ses-01,stim02,1,attentive,1.0,68,68,0,0,True,33,33,0,0,True,16,16,0,0,True,10,10,0,0,True,7,7,0,0,True,True,,
experiment2::sub-21::ses-01::stim03,experiment2,experiment2::sub-21,sub-21,ses-01,stim03,1,attentive,1.0,191,191,0,0,True,95,95,0,0,True,47,47,0,0,True,31,31,0,0,True,23,23,0,0,True,True,,
experiment2::sub-21::ses-01::stim04,experiment2,experiment2::sub-21,sub-21,ses-01,stim04,1,attentive,1.0,181,181,0,0,True,90,90,0,0,True,44,44,0,0,True,29,29,0,0,True,21,21,0,0,True,True,,
experiment2::sub-21::ses-01::stim05,experiment2,experiment2::sub-21,sub-21,ses-01,stim05,1,attentive,1.0,72,72,0,0,True,35,35,0,0,True,17,17,0,0,True,11,11,0,0,True,8,8,0,0,True,True,,
experiment2::sub-21::ses-02::stim01,experiment2,experiment2::sub-21,sub-21,ses-02,stim01,0,distracted,1.0,89,89,0,0,True,44,44,0,0,True,21,21,0,0,True,14,14,0,0,True,10,10,0,0,True,True,,
experiment2::sub-21::ses-02::stim02,experiment2,experiment2::sub-21,sub-21,ses-02,stim02,0,distracted,1.0,68,68,0,0,True,33,33,0,0,True,16,16,0,0,True,10,10,0,0,True,7,7,0,0,True,True,,
experiment2::sub-21::ses-02::stim03,experiment2,experiment2::sub-21,sub-21,ses-02,stim03,0,distracted,1.0,191,191,0,0,True,95,95,0,0,True,47,47,0,0,True,31,31,0,0,True,23,23,0,0,True,True,,
experiment2::sub-21::ses-02::stim04,experiment2,experiment2::sub-21,sub-21,ses-02,stim04,0,distracted,1.0,181,181,0,0,True,90,90,0,0,True,44,44,0,0,True,29,29,0,0,True,21,21,0,0,True,True,,
experiment2::sub-21::ses-02::stim05,experiment2,experiment2::sub-21,sub-21,ses-02,stim05,0,distracted,1.0,72,72,0,0,True,35,35,0,0,True,17,17,0,0,True,11,11,0,0,True,8,8,0,0,True,True,,
experiment2::sub-25::ses-01::stim01,experiment2,experiment2::sub-25,sub-25,ses-01,stim01,1,attentive,1.0,89,89,0,0,True,44,44,0,0,True,21,21,0,0,True,14,14,0,0,True,10,10,0,0,True,True,,
experiment2::sub-25::ses-01::stim02,experiment2,experiment2::sub-25,sub-25,ses-01,stim02,1,attentive,1.0,68,68,0,0,True,33,33,0,0,True,16,16,0,0,True,10,10,0,0,True,7,7,0,0,True,True,,
experiment2::sub-25::ses-01::stim03,experiment2,experiment2::sub-25,sub-25,ses-01,stim03,1,attentive,1.0,191,191,0,0,True,95,95,0,0,True,47,47,0,0,True,31,31,0,0,True,23,23,0,0,True,True,,
experiment2::sub-25::ses-01::stim04,experiment2,experiment2::sub-25,sub-25,ses-01,stim04,1,attentive,1.0,181,181,0,0,True,90,90,0,0,True,44,44,0,0,True,29,29,0,0,True,21,21,0,0,True,True,,
experiment2::sub-25::ses-01::stim05,experiment2,experiment2::sub-25,sub-25,ses-01,stim05,1,attentive,1.0,72,72,0,0,True,35,35,0,0,True,17,17,0,0,True,11,11,0,0,True,8,8,0,0,True,True,,
experiment2::sub-25::ses-02::stim01,experiment2,experiment2::sub-25,sub-25,ses-02,stim01,0,distracted,1.0,89,89,0,0,True,44,44,0,0,True,21,21,0,0,True,14,14,0,0,True,10,10,0,0,True,True,,
experiment2::sub-25::ses-02::stim02,experiment2,experiment2::sub-25,sub-25,ses-02,stim02,0,distracted,1.0,68,68,0,0,True,33,33,0,0,True,16,16,0,0,True,10,10,0,0,True,7,7,0,0,True,True,,
experiment2::sub-25::ses-02::stim03,experiment2,experiment2::sub-25,sub-25,ses-02,stim03,0,distracted,1.0,191,191,0,0,True,95,95,0,0,True,47,47,0,0,True,31,31,0,0,True,23,23,0,0,True,True,,
experiment2::sub-25::ses-02::stim04,experiment2,experiment2::sub-25,sub-25,ses-02,stim04,0,distracted,1.0,181,181,0,0,True,90,90,0,0,True,44,44,0,0,True,29,29,0,0,True,21,21,0,0,True,True,,
experiment2::sub-25::ses-02::stim05,experiment2,experiment2::sub-25,sub-25,ses-02,stim05,0,distracted,1.0,72,72,0,0,True,35,35,0,0,True,17,17,0,0,True,11,11,0,0,True,8,8,0,0,True,True,,
experiment2::sub-31::ses-01::stim01,experiment2,experiment2::sub-31,sub-31,ses-01,stim01,1,attentive,1.0,89,89,0,0,True,44,44,0,0,True,21,21,0,0,True,14,14,0,0,True,10,10,0,0,True,True,,
experiment2::sub-31::ses-01::stim02,experiment2,experiment2::sub-31,sub-31,ses-01,stim02,1,attentive,1.0,68,68,0,0,True,33,33,0,0,True,16,16,0,0,True,10,10,0,0,True,7,7,0,0,True,True,,
experiment2::sub-31::ses-01::stim03,experiment2,experiment2::sub-31,sub-31,ses-01,stim03,1,attentive,1.0,191,191,0,0,True,95,95,0,0,True,47,47,0,0,True,31,31,0,0,True,23,23,0,0,True,True,,
experiment2::sub-31::ses-01::stim04,experiment2,experiment2::sub-31,sub-31,ses-01,stim04,1,attentive,1.0,181,181,0,0,True,90,90,0,0,True,44,44,0,0,True,29,29,0,0,True,21,21,0,0,True,True,,
experiment2::sub-31::ses-01::stim05,experiment2,experiment2::sub-31,sub-31,ses-01,stim05,1,attentive,1.0,72,72,0,0,True,35,35,0,0,True,17,17,0,0,True,11,11,0,0,True,8,8,0,0,True,True,,
experiment2::sub-31::ses-02::stim01,experiment2,experiment2::sub-31,sub-31,ses-02,stim01,0,distracted,1.0,89,89,0,0,True,44,44,0,0,True,21,21,0,0,True,14,14,0,0,True,10,10,0,0,True,True,,
experiment2::sub-31::ses-02::stim02,experiment2,experiment2::sub-31,sub-31,ses-02,stim02,0,distracted,1.0,68,68,0,0,True,33,33,0,0,True,16,16,0,0,True,10,10,0,0,True,7,7,0,0,True,True,,
experiment2::sub-31::ses-02::stim03,experiment2,experiment2::sub-31,sub-31,ses-02,stim03,0,distracted,1.0,191,191,0,0,True,95,95,0,0,True,47,47,0,0,True,31,31,0,0,True,23,23,0,0,True,True,,
experiment2::sub-31::ses-02::stim04,experiment2,experiment2::sub-31,sub-31,ses-02,stim04,0,distracted,1.0,181,181,0,0,True,90,90,0,0,True,44,44,0,0,True,29,29,0,0,True,21,21,0,0,True,True,,
experiment2::sub-31::ses-02::stim05,experiment2,experiment2::sub-31,sub-31,ses-02,stim05,0,distracted,1.0,72,72,0,0,True,35,35,0,0,True,17,17,0,0,True,11,11,0,0,True,8,8,0,0,True,True,,
experiment2::sub-32::ses-01::stim01,experiment2,experiment2::sub-32,sub-32,ses-01,stim01,1,attentive,1.0,89,89,0,0,True,44,44,0,0,True,21,21,0,0,True,14,14,0,0,True,10,10,0,0,True,True,,
experiment2::sub-32::ses-01::stim02,experiment2,experiment2::sub-32,sub-32,ses-01,stim02,1,attentive,1.0,68,68,0,0,True,33,33,0,0,True,16,16,0,0,True,10,10,0,0,True,7,7,0,0,True,True,,
experiment2::sub-32::ses-01::stim03,experiment2,experiment2::sub-32,sub-32,ses-01,stim03,1,attentive,1.0,191,191,0,0,True,95,95,0,0,True,47,47,0,0,True,31,31,0,0,True,23,23,0,0,True,True,,
experiment2::sub-32::ses-01::stim04,experiment2,experiment2::sub-32,sub-32,ses-01,stim04,1,attentive,1.0,181,181,0,0,True,90,90,0,0,True,44,44,0,0,True,29,29,0,0,True,21,21,0,0,True,True,,
experiment2::sub-32::ses-01::stim05,experiment2,experiment2::sub-32,sub-32,ses-01,stim05,1,attentive,1.0,72,72,0,0,True,35,35,0,0,True,17,17,0,0,True,11,11,0,0,True,8,8,0,0,True,True,,
experiment2::sub-32::ses-02::stim01,experiment2,experiment2::sub-32,sub-32,ses-02,stim01,0,distracted,1.0,89,89,0,0,True,44,44,0,0,True,21,21,0,0,True,14,14,0,0,True,10,10,0,0,True,True,,
experiment2::sub-32::ses-02::stim02,experiment2,experiment2::sub-32,sub-32,ses-02,stim02,0,distracted,1.0,68,68,0,0,True,33,33,0,0,True,16,16,0,0,True,10,10,0,0,True,7,7,0,0,True,True,,
experiment2::sub-32::ses-02::stim03,experiment2,experiment2::sub-32,sub-32,ses-02,stim03,0,distracted,1.0,191,191,0,0,True,95,95,0,0,True,47,47,0,0,True,31,31,0,0,True,23,23,0,0,True,True,,
experiment2::sub-32::ses-02::stim04,experiment2,experiment2::sub-32,sub-32,ses-02,stim04,0,distracted,1.0,181,181,0,0,True,90,90,0,0,True,44,44,0,0,True,29,29,0,0,True,21,21,0,0,True,True,,
experiment2::sub-32::ses-02::stim05,experiment2,experiment2::sub-32,sub-32,ses-02,stim05,0,distracted,1.0,72,72,0,0,True,35,35,0,0,True,17,17,0,0,True,11,11,0,0,True,8,8,0,0,True,True,,
experiment2::sub-33::ses-01::stim01,experiment2,experiment2::sub-33,sub-33,ses-01,stim01,1,attentive,1.0,89,89,0,0,True,44,44,0,0,True,21,21,0,0,True,14,14,0,0,True,10,10,0,0,True,True,,
experiment2::sub-33::ses-01::stim02,experiment2,experiment2::sub-33,sub-33,ses-01,stim02,1,attentive,1.0,68,68,0,0,True,33,33,0,0,True,16,16,0,0,True,10,10,0,0,True,7,7,0,0,True,True,,
experiment2::sub-33::ses-01::stim03,experiment2,experiment2::sub-33,sub-33,ses-01,stim03,1,attentive,1.0,191,191,0,0,True,95,95,0,0,True,47,47,0,0,True,31,31,0,0,True,23,23,0,0,True,True,,
experiment2::sub-33::ses-01::stim04,experiment2,experiment2::sub-33,sub-33,ses-01,stim04,1,attentive,1.0,181,181,0,0,True,90,90,0,0,True,44,44,0,0,True,29,29,0,0,True,21,21,0,0,True,True,,
experiment2::sub-33::ses-01::stim05,experiment2,experiment2::sub-33,sub-33,ses-01,stim05,1,attentive,1.0,72,72,0,0,True,35,35,0,0,True,17,17,0,0,True,11,11,0,0,True,8,8,0,0,True,True,,
experiment2::sub-33::ses-02::stim01,experiment2,experiment2::sub-33,sub-33,ses-02,stim01,0,distracted,1.0,89,89,0,0,True,44,44,0,0,True,21,21,0,0,True,14,14,0,0,True,10,10,0,0,True,True,,
experiment2::sub-33::ses-02::stim02,experiment2,experiment2::sub-33,sub-33,ses-02,stim02,0,distracted,1.0,68,68,0,0,True,33,33,0,0,True,16,16,0,0,True,10,10,0,0,True,7,7,0,0,True,True,,
experiment2::sub-33::ses-02::stim03,experiment2,experiment2::sub-33,sub-33,ses-02,stim03,0,distracted,1.0,191,191,0,0,True,95,95,0,0,True,47,47,0,0,True,31,31,0,0,True,23,23,0,0,True,True,,
experiment2::sub-33::ses-02::stim04,experiment2,experiment2::sub-33,sub-33,ses-02,stim04,0,distracted,1.0,181,181,0,0,True,90,90,0,0,True,44,44,0,0,True,29,29,0,0,True,21,21,0,0,True,True,,
experiment2::sub-33::ses-02::stim05,experiment2,experiment2::sub-33,sub-33,ses-02,stim05,0,distracted,1.0,72,72,0,0,True,35,35,0,0,True,17,17,0,0,True,11,11,0,0,True,8,8,0,0,True,True,,
experiment2::sub-34::ses-01::stim01,experiment2,experiment2::sub-34,sub-34,ses-01,stim01,1,attentive,1.0,89,89,0,0,True,44,44,0,0,True,21,21,0,0,True,14,14,0,0,True,10,10,0,0,True,True,,
experiment2::sub-34::ses-01::stim02,experiment2,experiment2::sub-34,sub-34,ses-01,stim02,1,attentive,1.0,68,68,0,0,True,33,33,0,0,True,16,16,0,0,True,10,10,0,0,True,7,7,0,0,True,True,,
experiment2::sub-34::ses-01::stim03,experiment2,experiment2::sub-34,sub-34,ses-01,stim03,1,attentive,1.0,191,191,0,0,True,95,95,0,0,True,47,47,0,0,True,31,31,0,0,True,23,23,0,0,True,True,,
experiment2::sub-34::ses-01::stim04,experiment2,experiment2::sub-34,sub-34,ses-01,stim04,1,attentive,1.0,181,181,0,0,True,90,90,0,0,True,44,44,0,0,True,29,29,0,0,True,21,21,0,0,True,True,,
experiment2::sub-34::ses-01::stim05,experiment2,experiment2::sub-34,sub-34,ses-01,stim05,1,attentive,1.0,72,72,0,0,True,35,35,0,0,True,17,17,0,0,True,11,11,0,0,True,8,8,0,0,True,True,,
experiment2::sub-34::ses-02::stim01,experiment2,experiment2::sub-34,sub-34,ses-02,stim01,0,distracted,1.0,89,89,0,0,True,44,44,0,0,True,21,21,0,0,True,14,14,0,0,True,10,10,0,0,True,True,,
experiment2::sub-34::ses-02::stim02,experiment2,experiment2::sub-34,sub-34,ses-02,stim02,0,distracted,1.0,68,68,0,0,True,33,33,0,0,True,16,16,0,0,True,10,10,0,0,True,7,7,0,0,True,True,,
experiment2::sub-34::ses-02::stim03,experiment2,experiment2::sub-34,sub-34,ses-02,stim03,0,distracted,1.0,191,191,0,0,True,95,95,0,0,True,47,47,0,0,True,31,31,0,0,True,23,23,0,0,True,True,,
experiment2::sub-34::ses-02::stim04,experiment2,experiment2::sub-34,sub-34,ses-02,stim04,0,distracted,1.0,181,181,0,0,True,90,90,0,0,True,44,44,0,0,True,29,29,0,0,True,21,21,0,0,True,True,,
experiment2::sub-34::ses-02::stim05,experiment2,experiment2::sub-34,sub-34,ses-02,stim05,0,distracted,1.0,72,72,0,0,True,35,35,0,0,True,17,17,0,0,True,11,11,0,0,True,8,8,0,0,True,True,,
experiment2::sub-35::ses-01::stim01,experiment2,experiment2::sub-35,sub-35,ses-01,stim01,1,attentive,1.0,89,89,0,0,True,44,44,0,0,True,21,21,0,0,True,14,14,0,0,True,10,10,0,0,True,True,,
experiment2::sub-35::ses-01::stim02,experiment2,experiment2::sub-35,sub-35,ses-01,stim02,1,attentive,1.0,68,68,0,0,True,33,33,0,0,True,16,16,0,0,True,10,10,0,0,True,7,7,0,0,True,True,,
experiment2::sub-35::ses-01::stim03,experiment2,experiment2::sub-35,sub-35,ses-01,stim03,1,attentive,1.0,191,191,0,0,True,95,95,0,0,True,47,47,0,0,True,31,31,0,0,True,23,23,0,0,True,True,,
experiment2::sub-35::ses-01::stim04,experiment2,experiment2::sub-35,sub-35,ses-01,stim04,1,attentive,1.0,181,181,0,0,True,90,90,0,0,True,44,44,0,0,True,29,29,0,0,True,21,21,0,0,True,True,,
experiment2::sub-35::ses-01::stim05,experiment2,experiment2::sub-35,sub-35,ses-01,stim05,1,attentive,1.0,72,72,0,0,True,35,35,0,0,True,17,17,0,0,True,11,11,0,0,True,8,8,0,0,True,True,,
experiment2::sub-35::ses-02::stim01,experiment2,experiment2::sub-35,sub-35,ses-02,stim01,0,distracted,1.0,89,89,0,0,True,44,44,0,0,True,21,21,0,0,True,14,14,0,0,True,10,10,0,0,True,True,,
experiment2::sub-35::ses-02::stim02,experiment2,experiment2::sub-35,sub-35,ses-02,stim02,0,distracted,1.0,68,68,0,0,True,33,33,0,0,True,16,16,0,0,True,10,10,0,0,True,7,7,0,0,True,True,,
experiment2::sub-35::ses-02::stim03,experiment2,experiment2::sub-35,sub-35,ses-02,stim03,0,distracted,1.0,191,191,0,0,True,95,95,0,0,True,47,47,0,0,True,31,31,0,0,True,23,23,0,0,True,True,,
experiment2::sub-35::ses-02::stim04,experiment2,experiment2::sub-35,sub-35,ses-02,stim04,0,distracted,1.0,181,181,0,0,True,90,90,0,0,True,44,44,0,0,True,29,29,0,0,True,21,21,0,0,True,True,,
experiment2::sub-35::ses-02::stim05,experiment2,experiment2::sub-35,sub-35,ses-02,stim05,0,distracted,1.0,72,72,0,0,True,35,35,0,0,True,17,17,0,0,True,11,11,0,0,True,8,8,0,0,True,True,,
experiment3::sub-02::ses-01::stim01,experiment3,experiment3::sub-02,sub-02,ses-01,stim01,1,attentive,0.9804285372276752,127,127,0,0,True,63,63,0,0,True,31,31,0,0,True,20,20,0,0,True,15,15,0,0,True,True,,
experiment3::sub-02::ses-01::stim02,experiment3,experiment3::sub-02,sub-02,ses-01,stim02,1,attentive,0.9840893922104764,178,178,0,0,True,88,88,0,0,True,43,43,0,0,True,28,28,0,0,True,21,21,0,0,True,True,,
experiment3::sub-02::ses-01::stim03,experiment3,experiment3::sub-02,sub-02,ses-01,stim03,1,attentive,0.8680088465309287,168,119,49,0,True,83,48,35,0,True,41,16,25,0,True,27,6,21,0,True,20,1,19,0,True,True,,
experiment3::sub-02::ses-01::stim04,experiment3,experiment3::sub-02,sub-02,ses-01,stim04,1,attentive,0.7995906705303045,189,130,59,0,True,94,53,41,0,True,46,18,28,0,True,30,6,24,0,True,22,3,19,0,True,True,,
experiment3::sub-02::ses-01::stim05,experiment3,experiment3::sub-02,sub-02,ses-01,stim05,1,attentive,0.9373400011906888,128,112,16,0,True,63,56,7,0,True,31,29,2,0,True,20,19,1,0,True,15,15,0,0,True,True,,
experiment3::sub-02::ses-01::stim06,experiment3,experiment3::sub-02,sub-02,ses-01,stim06,1,attentive,0.9680488869489304,131,131,0,0,True,65,65,0,0,True,32,32,0,0,True,21,21,0,0,True,15,15,0,0,True,True,,
experiment3::sub-02::ses-02::stim01,experiment3,experiment3::sub-02,sub-02,ses-02,stim01,0,distracted,0.9456847019391909,127,124,3,0,True,63,63,0,0,True,31,31,0,0,True,20,20,0,0,True,15,15,0,0,True,True,,
experiment3::sub-02::ses-02::stim02,experiment3,experiment3::sub-02,sub-02,ses-02,stim02,0,distracted,0.9502658944603528,178,169,9,0,True,88,86,2,0,True,43,42,1,0,True,28,28,0,0,True,21,21,0,0,True,True,,
experiment3::sub-02::ses-02::stim03,experiment3,experiment3::sub-02,sub-02,ses-02,stim03,0,distracted,0.839280421350236,168,95,73,0,True,83,54,29,0,True,41,32,9,0,True,27,22,5,0,True,20,18,2,0,True,True,,
experiment3::sub-02::ses-02::stim04,experiment3,experiment3::sub-02,sub-02,ses-02,stim04,0,distracted,0.9259356825872864,189,173,16,0,True,94,90,4,0,True,46,46,0,0,True,30,30,0,0,True,22,22,0,0,True,True,,
experiment3::sub-02::ses-02::stim05,experiment3,experiment3::sub-02,sub-02,ses-02,stim05,0,distracted,0.8866761921771745,128,112,16,0,True,63,58,5,0,True,31,29,2,0,True,20,19,1,0,True,15,15,0,0,True,True,,
experiment3::sub-02::ses-02::stim06,experiment3,experiment3::sub-02,sub-02,ses-02,stim06,0,distracted,0.9163101993307144,131,113,18,0,True,65,62,3,0,True,32,32,0,0,True,21,21,0,0,True,15,15,0,0,True,True,,
experiment3::sub-04::ses-01::stim01,experiment3,experiment3::sub-04,sub-04,ses-01,stim01,1,attentive,0.9302130715824756,127,118,9,0,True,63,56,7,0,True,31,26,5,0,True,20,15,5,0,True,15,11,4,0,True,True,,
experiment3::sub-04::ses-01::stim02,experiment3,experiment3::sub-04,sub-04,ses-01,stim02,1,attentive,0.952763364695244,178,177,1,0,True,88,88,0,0,True,43,43,0,0,True,28,28,0,0,True,21,21,0,0,True,True,,
experiment3::sub-04::ses-01::stim03,experiment3,experiment3::sub-04,sub-04,ses-01,stim03,1,attentive,0.9387126929478556,168,159,9,0,True,83,76,7,0,True,41,34,7,0,True,27,21,6,0,True,20,14,6,0,True,True,,
experiment3::sub-04::ses-01::stim04,experiment3,experiment3::sub-04,sub-04,ses-01,stim04,1,attentive,0.928975257857302,189,187,2,0,True,94,94,0,0,True,46,46,0,0,True,30,30,0,0,True,22,22,0,0,True,True,,
experiment3::sub-04::ses-01::stim05,experiment3,experiment3::sub-04,sub-04,ses-01,stim05,1,attentive,0.9483241054950288,128,128,0,0,True,63,63,0,0,True,31,31,0,0,True,20,20,0,0,True,15,15,0,0,True,True,,
experiment3::sub-04::ses-01::stim06,experiment3,experiment3::sub-04,sub-04,ses-01,stim06,1,attentive,0.9484941073766914,131,131,0,0,True,65,65,0,0,True,32,32,0,0,True,21,21,0,0,True,15,15,0,0,True,True,,
experiment3::sub-04::ses-02::stim01,experiment3,experiment3::sub-04,sub-04,ses-02,stim01,0,distracted,0.9309911419679197,127,124,3,0,True,63,63,0,0,True,31,31,0,0,True,20,20,0,0,True,15,15,0,0,True,True,,
experiment3::sub-04::ses-02::stim02,experiment3,experiment3::sub-04,sub-04,ses-02,stim02,0,distracted,0.9171528839322238,178,169,9,0,True,88,86,2,0,True,43,43,0,0,True,28,28,0,0,True,21,21,0,0,True,True,,
experiment3::sub-04::ses-02::stim03,experiment3,experiment3::sub-04,sub-04,ses-02,stim03,0,distracted,0.9314165849654577,168,168,0,0,True,83,83,0,0,True,41,41,0,0,True,27,27,0,0,True,20,20,0,0,True,True,,
experiment3::sub-04::ses-02::stim04,experiment3,experiment3::sub-04,sub-04,ses-02,stim04,0,distracted,0.9116091511479464,189,177,12,0,True,94,91,3,0,True,46,46,0,0,True,30,30,0,0,True,22,22,0,0,True,True,,
experiment3::sub-04::ses-02::stim05,experiment3,experiment3::sub-04,sub-04,ses-02,stim05,0,distracted,0.9602905280704888,128,128,0,0,True,63,63,0,0,True,31,31,0,0,True,20,20,0,0,True,15,15,0,0,True,True,,
experiment3::sub-04::ses-02::stim06,experiment3,experiment3::sub-04,sub-04,ses-02,stim06,0,distracted,0.8299723555943547,131,93,38,0,True,65,39,26,0,True,32,12,20,0,True,21,4,17,0,True,15,2,13,0,True,True,,
experiment3::sub-06::ses-01::stim01,experiment3,experiment3::sub-06,sub-06,ses-01,stim01,1,attentive,0.9802190567392866,127,127,0,0,True,63,63,0,0,True,31,31,0,0,True,20,20,0,0,True,15,15,0,0,True,True,,
experiment3::sub-06::ses-01::stim02,experiment3,experiment3::sub-06,sub-06,ses-01,stim02,1,attentive,0.9833573750726636,178,178,0,0,True,88,88,0,0,True,43,43,0,0,True,28,28,0,0,True,21,21,0,0,True,True,,
experiment3::sub-06::ses-01::stim03,experiment3,experiment3::sub-06,sub-06,ses-01,stim03,1,attentive,0.9735288082263618,168,168,0,0,True,83,83,0,0,True,41,41,0,0,True,27,27,0,0,True,20,20,0,0,True,True,,
experiment3::sub-06::ses-01::stim04,experiment3,experiment3::sub-06,sub-06,ses-01,stim04,1,attentive,0.981701756874506,189,189,0,0,True,94,94,0,0,True,46,46,0,0,True,30,30,0,0,True,22,22,0,0,True,True,,
experiment3::sub-06::ses-01::stim05,experiment3,experiment3::sub-06,sub-06,ses-01,stim05,1,attentive,0.9755313448830149,128,128,0,0,True,63,63,0,0,True,31,31,0,0,True,20,20,0,0,True,15,15,0,0,True,True,,
experiment3::sub-06::ses-01::stim06,experiment3,experiment3::sub-06,sub-06,ses-01,stim06,1,attentive,0.9772733886221446,131,131,0,0,True,65,65,0,0,True,32,32,0,0,True,21,21,0,0,True,15,15,0,0,True,True,,
experiment3::sub-06::ses-02::stim01,experiment3,experiment3::sub-06,sub-06,ses-02,stim01,0,distracted,0.8963370840316016,127,119,8,0,True,63,57,6,0,True,31,26,5,0,True,20,16,4,0,True,15,11,4,0,True,True,,
experiment3::sub-06::ses-02::stim02,experiment3,experiment3::sub-06,sub-06,ses-02,stim02,0,distracted,0.937218765474627,178,173,5,0,True,88,87,1,0,True,43,43,0,0,True,28,28,0,0,True,21,21,0,0,True,True,,
experiment3::sub-06::ses-02::stim03,experiment3,experiment3::sub-06,sub-06,ses-02,stim03,0,distracted,0.9285209421099432,168,168,0,0,True,83,83,0,0,True,41,41,0,0,True,27,27,0,0,True,20,20,0,0,True,True,,
experiment3::sub-06::ses-02::stim04,experiment3,experiment3::sub-06,sub-06,ses-02,stim04,0,distracted,0.9435449553182436,189,189,0,0,True,94,94,0,0,True,46,46,0,0,True,30,30,0,0,True,22,22,0,0,True,True,,
experiment3::sub-06::ses-02::stim05,experiment3,experiment3::sub-06,sub-06,ses-02,stim05,0,distracted,0.9233791748526524,128,128,0,0,True,63,63,0,0,True,31,31,0,0,True,20,20,0,0,True,15,15,0,0,True,True,,
experiment3::sub-06::ses-02::stim06,experiment3,experiment3::sub-06,sub-06,ses-02,stim06,0,distracted,0.9381929288520297,131,131,0,0,True,65,65,0,0,True,32,32,0,0,True,21,21,0,0,True,15,15,0,0,True,True,,
experiment3::sub-07::ses-01::stim01,experiment3,experiment3::sub-07,sub-07,ses-01,stim01,1,attentive,0.9228812544888676,127,125,2,0,True,63,63,0,0,True,31,31,0,0,True,20,20,0,0,True,15,15,0,0,True,True,,
experiment3::sub-07::ses-01::stim02,experiment3,experiment3::sub-07,sub-07,ses-01,stim02,1,attentive,0.967619006609684,178,178,0,0,True,88,88,0,0,True,43,43,0,0,True,28,28,0,0,True,21,21,0,0,True,True,,
